Tx,BW,Interval,Label
55.8,48.0,10.0001,0
57.9,49.7,10.0002,0
56.8,48.8,10.0,0
59.6,51.2,10.0,0
57.3,49.2,10.0001,0
55.9,48.0,10.0001,0
53.2,45.7,10.0001,0
57.5,49.4,10.0,0
51.8,44.5,10.0001,0
57.3,49.2,10.0001,0
58.4,50.1,10.0,0
56.8,48.8,10.0,0
57.1,49.1,10.0,0
54.3,46.6,10.0,0
58.3,50.1,10.0,0
56.7,48.7,10.0,0
52.5,45.1,10.0,0
57.6,49.5,10.0,0
56.3,48.4,10.0001,0
58.4,50.1,10.0001,0
56.9,48.9,10.0001,0
58.1,49.9,10.0,0
58.0,49.8,10.0001,0
56.5,48.6,10.0001,0
57.6,49.5,10.0,0
57.4,49.3,10.0002,0
57.7,49.6,10.0,0
55.4,47.5,10.0,0
57.1,49.1,10.0001,0
55.7,47.8,10.0001,0
57.6,49.5,10.0001,0
57.3,49.2,10.0,0
58.0,49.8,10.0,0
58.0,49.9,10.0001,0
57.0,49.0,10.0009,0
52.2,44.8,10.0001,0
56.4,48.4,10.0001,0
58.4,50.2,10.0003,0
56.9,48.9,10.0001,0
58.0,49.9,10.0001,0
57.0,49.0,10.0001,0
56.8,48.7,10.0001,0
56.7,48.7,10.0,0
57.2,49.1,10.0,0
56.7,48.7,10.0001,0
57.4,49.3,10.0,0
56.3,48.3,10.0001,0
57.2,49.1,10.0001,0
57.9,49.7,10.0002,0
55.8,47.9,10.0,0
58.5,50.3,10.0,0
54.2,46.5,10.0001,0
59.0,50.7,10.0003,0
57.6,49.4,10.0,0
51.2,44.0,10.0,0
55.9,48.0,10.0001,0
57.5,49.4,10.0,0
56.9,48.9,10.0,0
57.5,49.4,10.0001,0
56.8,48.8,10.0001,0
56.1,48.2,10.0001,0
59.1,50.7,10.0,0
53.6,46.0,10.0001,0
57.1,49.0,10.0,0
58.7,50.4,10.0,0
57.5,49.4,10.0,0
58.1,49.9,10.0001,0
57.6,49.5,10.0003,0
57.2,49.2,10.0,0
59.1,50.7,10.0001,0
56.6,48.6,10.0,0
57.3,49.2,10.0001,0
57.3,49.2,10.0001,0
57.4,49.3,10.0,0
57.8,49.7,10.0001,0
56.9,48.9,10.0005,0
57.1,49.1,10.0001,0
58.6,50.4,10.0001,0
57.2,49.1,10.0001,0
58.5,50.3,10.0001,0
57.5,49.4,10.0,0
52.1,44.8,10.0003,0
58.4,50.2,10.0001,0
59.0,50.7,10.0001,0
58.3,50.0,10.0001,0
58.4,50.2,10.0001,0
56.6,48.6,10.0006,0
57.7,49.5,10.0001,0
57.8,49.7,10.0003,0
54.5,46.8,10.0001,0
52.0,44.7,10.0001,0
57.6,49.4,10.0,0
52.2,44.9,10.0,0
58.7,50.4,10.0002,0
55.9,48.0,10.0,0
58.0,49.8,10.0001,0
57.3,49.2,10.0001,0
57.0,49.0,10.0,0
58.6,50.3,10.0001,0
58.8,50.5,10.0001,0
53.1,45.6,10.0,0
58.5,50.3,10.0001,0
58.5,50.3,10.0005,0
56.2,48.3,10.0003,0
58.9,50.6,10.0001,0
55.6,47.8,10.0001,0
55.5,47.7,10.0001,0
57.8,49.7,10.0001,0
53.2,45.7,10.0,0
58.8,50.5,10.0001,0
58.3,50.1,10.0001,0
53.7,46.1,10.0,0
52.3,45.0,10.0001,0
57.7,49.6,10.0001,0
58.1,49.9,10.0,0
57.4,49.3,10.0002,0
54.4,46.7,10.0001,0
55.9,48.0,10.0001,0
59.0,50.7,10.0001,0
57.1,49.0,10.0,0
58.4,50.2,10.0001,0
57.6,49.5,10.0001,0
55.6,47.7,10.0001,0
57.2,49.1,10.0001,0
55.6,47.7,10.0001,0
56.6,48.6,10.0001,0
57.7,49.6,10.0,0
53.9,46.3,10.0,0
57.0,49.0,10.0001,0
57.0,49.0,10.0,0
51.4,44.2,10.0001,0
58.6,50.3,10.0001,0
56.5,48.5,10.0,0
58.9,50.6,10.0001,0
56.4,48.5,10.0002,0
58.2,50.0,10.0,0
58.1,49.9,10.0001,0
56.8,48.8,10.0,0
57.0,49.0,10.0001,0
57.7,49.5,10.0001,0
58.6,50.4,10.0001,0
57.1,49.0,10.0001,0
57.8,49.6,10.0,0
55.2,47.4,10.0003,0
51.9,44.5,10.0001,0
57.2,49.1,10.0,0
54.6,46.9,10.0001,0
57.8,49.7,10.0001,0
57.3,49.2,10.0001,0
58.0,49.8,10.0001,0
56.9,48.9,10.0,0
57.4,49.3,10.0,0
57.9,49.7,10.0001,0
56.4,48.4,10.0001,0
56.2,48.3,10.0,0
54.9,47.1,10.0001,0
58.2,50.0,10.0001,0
54.1,46.5,10.0001,0
57.9,49.8,10.0002,0
55.5,47.7,10.0008,0
58.4,50.2,10.0,0
58.0,49.8,10.0,0
57.3,49.2,10.0,0
55.5,47.6,10.0001,0
55.9,48.1,10.0001,0
53.8,46.2,10.0001,0
56.4,48.5,10.0001,0
58.4,50.1,10.0001,0
57.0,48.9,10.0,0
57.6,49.4,10.0001,0
56.2,48.3,10.0003,0
56.4,48.5,10.0,0
56.2,48.3,10.0001,0
56.9,48.9,10.0001,0
56.5,48.5,10.0001,0
57.5,49.4,10.0003,0
58.1,49.9,10.0001,0
56.9,48.9,10.0,0
57.8,49.7,10.0001,0
56.9,48.8,10.0001,0
57.7,49.5,10.0002,0
57.7,49.5,10.0,0
57.7,49.6,10.0,0
57.9,49.7,10.0,0
55.5,47.7,10.0001,0
57.4,49.3,10.0001,0
57.6,49.5,10.0002,0
51.8,44.5,10.0001,0
57.0,49.0,10.0,0
56.0,48.1,10.0001,0
58.6,50.3,10.0001,0
57.7,49.6,10.0001,0
56.9,48.9,10.0,0
53.9,46.3,10.0001,0
54.4,46.7,10.0001,0
57.0,49.0,10.0,0
57.8,49.6,10.0001,0
58.6,50.3,10.0,0
58.6,50.3,10.0,0
58.5,50.2,10.0001,0
56.6,48.6,10.0,0
56.1,48.2,10.0001,0
56.6,48.7,10.0001,0
53.2,45.7,10.0001,0
57.5,49.4,10.0,0
57.9,49.7,10.0003,0
51.7,44.4,10.0001,0
56.9,48.8,10.0003,0
54.9,47.2,10.0001,0
57.5,49.4,10.0001,0
57.7,49.6,10.0,0
57.3,49.3,10.0,0
58.5,50.3,10.0001,0
56.1,48.2,10.0001,0
53.7,46.2,10.0001,0
52.5,45.1,10.0001,0
56.2,48.3,10.0001,0
56.6,48.6,10.0001,0
57.7,49.6,10.0001,0
51.4,44.2,10.0001,0
56.3,48.4,10.0,0
50.8,43.7,10.0001,0
57.7,49.6,10.0,0
57.3,49.2,10.0003,0
55.3,47.5,10.0001,0
52.7,45.3,10.0001,0
58.8,50.5,10.0,0
56.4,48.5,10.0001,0
55.9,48.0,10.0001,0
57.9,49.7,10.0,0
54.6,46.9,10.0002,0
57.3,49.2,10.0,0
56.9,48.9,10.0,0
57.1,49.1,10.0,0
57.9,49.7,10.0,0
55.8,47.9,10.0001,0
57.1,49.1,10.0001,0
58.2,50.0,10.0,0
57.1,49.1,10.0001,0
57.3,49.2,10.0001,0
56.6,48.6,10.0001,0
57.0,48.9,10.0,0
57.6,49.4,10.0001,0
56.7,48.7,10.0,0
51.6,44.3,10.0,0
57.7,49.6,10.0001,0
55.5,47.7,10.0,0
55.7,47.9,10.0001,0
53.2,45.7,10.0001,0
54.1,46.5,10.0,0
56.3,48.3,10.0001,0
58.8,50.5,10.0001,0
55.0,47.2,10.0001,0
56.9,48.9,10.0003,0
53.0,45.5,10.0001,0
56.9,48.9,10.0001,0
59.5,51.1,10.0001,0
55.2,47.4,10.0001,0
57.2,49.1,10.0001,0
56.8,48.8,10.0001,0
56.0,48.1,10.0001,0
57.2,49.2,10.0001,0
57.9,49.8,10.0,0
52.0,44.6,10.0,0
57.2,49.1,10.0001,0
57.0,49.0,10.0,0
58.9,50.6,10.0001,0
57.5,49.4,10.0,0
58.2,50.0,10.0,0
58.1,49.9,10.0001,0
57.2,49.1,10.0,0
52.6,45.2,10.0007,0
56.8,48.7,10.0001,0
58.9,50.6,10.0001,0
58.4,50.2,10.0001,0
57.2,49.1,10.0001,0
54.0,46.4,10.0001,0
57.0,48.9,10.0001,0
58.4,50.2,10.0,0
57.8,49.6,10.0,0
57.8,49.6,10.0001,0
57.6,49.5,10.0001,0
57.8,49.7,10.0,0
57.9,49.7,10.0,0
56.1,48.2,10.0,0
54.6,46.9,10.0001,0
57.1,49.0,10.0004,0
52.9,45.5,10.0008,0
58.1,49.9,10.0003,0
57.6,49.4,10.0,0
51.3,44.0,10.0,0
57.2,49.1,10.0001,0
56.5,48.6,10.0001,0
57.6,49.5,10.0001,0
57.5,49.4,10.0001,0
55.3,47.5,10.0002,0
56.6,48.6,10.0001,0
58.2,50.0,10.0,0
56.4,48.4,10.0,0
57.6,49.5,10.0,0
57.8,49.6,10.0,0
57.7,49.6,10.0001,0
55.5,47.7,10.0001,0
56.9,48.9,10.0001,0
55.3,47.5,10.0005,0
58.5,50.2,10.0001,0
53.0,45.5,10.0001,0
56.6,48.7,10.0,0
58.5,50.2,10.0001,0
58.3,50.1,10.0,0
58.1,49.9,10.0001,0
54.6,46.9,10.0001,0
58.3,50.1,10.0001,0
57.6,49.5,10.0003,0
53.8,46.2,10.0,0
56.7,48.7,10.0001,0
57.3,49.2,10.0001,0
53.7,46.1,10.0001,0
56.4,48.4,10.0,0
56.8,48.8,10.0001,0
56.9,48.9,10.0,0
56.6,48.6,10.0,0
55.9,48.0,10.0001,0
58.4,50.2,10.0,0
56.4,48.4,10.0,0
56.5,48.5,10.0001,0
59.0,50.7,10.0,0
56.9,48.9,10.0001,0
51.3,44.1,10.0001,0
56.5,48.5,10.0,0
56.2,48.3,10.0,0
58.1,49.9,10.0,0
58.7,50.5,10.0,0
55.3,47.5,10.0001,0
57.8,49.6,10.0,0
54.9,47.2,10.0001,0
53.4,45.8,10.0,0
58.2,50.0,10.0,0
58.3,50.1,10.0001,0
58.2,50.0,10.0001,0
58.0,49.8,10.0,0
56.8,48.8,10.0,0
55.8,47.9,10.0001,0
55.5,47.7,10.0,0
53.8,46.2,10.0001,0
56.3,48.4,10.0001,0
54.0,46.3,10.0007,0
51.9,44.6,10.0,0
57.0,48.9,10.0003,0
55.8,47.9,10.0008,0
58.3,50.1,10.0001,0
57.3,49.2,10.0,0
57.8,49.7,10.0002,0
57.7,49.5,10.0001,0
58.0,49.8,10.0001,0
52.7,45.3,10.0,0
58.4,50.1,10.0,0
58.2,50.0,10.0001,0
56.7,48.7,10.0005,0
54.7,47.0,10.0003,0
57.7,49.5,10.0,0
56.8,48.8,10.0001,0
59.1,50.8,10.0003,0
57.4,49.3,10.0,0
56.7,48.7,10.0,0
58.4,50.2,10.0003,0
52.0,44.7,10.0,0
58.0,49.8,10.0,0
56.3,48.3,10.0,0
58.0,49.8,10.0001,0
56.0,48.1,10.0001,0
55.0,47.3,10.0001,0
54.7,47.0,10.0001,0
58.6,50.4,10.0001,0
53.2,45.7,10.0001,0
56.9,48.9,10.0002,0
59.7,51.3,10.0007,0
56.7,48.7,10.0001,0
57.0,48.9,10.0001,0
58.1,49.9,10.0,0
58.0,49.8,10.0,0
57.7,49.6,10.0,0
52.8,45.3,10.0008,0
57.0,49.0,10.0,0
56.9,48.9,10.0001,0
52.1,44.8,10.0,0
57.0,49.0,10.0001,0
56.5,48.6,10.0,0
56.9,48.9,10.0001,0
56.8,48.8,10.0003,0
54.0,46.4,10.0001,0
58.1,49.9,10.0002,0
56.1,48.2,10.0001,0
52.5,45.1,10.0001,0
57.8,49.7,10.0001,0
57.3,49.2,10.0001,0
58.2,50.0,10.0,0
59.1,50.8,10.0,0
56.3,48.3,10.0,0
57.1,49.0,10.0001,0
56.8,48.8,10.0001,0
54.4,46.8,10.0001,0
57.3,49.2,10.0,0
57.5,49.4,10.0001,0
56.2,48.2,10.0,0
54.2,46.5,10.0001,0
57.0,49.0,10.0001,0
58.0,49.8,10.0,0
57.3,49.3,10.0001,0
54.5,46.8,10.0001,0
57.5,49.4,10.0,0
59.0,50.7,10.0,0
52.5,45.1,10.0001,0
58.1,49.9,10.0,0
55.4,47.6,10.0001,0
57.5,49.4,10.0001,0
56.7,48.7,10.0001,0
55.3,47.5,10.0001,0
57.6,49.5,10.0,0
57.8,49.7,10.0001,0
55.6,47.8,10.0,0
58.0,49.8,10.0001,0
57.9,49.7,10.0,0
57.6,49.5,10.0001,0
58.6,50.3,10.0001,0
55.6,47.8,10.0001,0
58.1,49.9,10.0,0
57.1,49.0,10.0001,0
54.5,46.8,10.0,0
57.7,49.6,10.0,0
58.2,50.0,10.0001,0
51.9,44.6,10.0,0
56.7,48.7,10.0003,0
56.3,48.3,10.0001,0
53.4,45.8,10.0001,0
58.0,49.8,10.0,0
53.6,46.0,10.0001,0
58.1,49.9,10.0003,0
56.8,48.8,10.0001,0
52.6,45.2,10.0002,0
57.1,49.1,10.0,0
56.9,48.9,10.0001,0
57.7,49.6,10.0001,0
57.3,49.2,10.0,0
57.2,49.1,10.0001,0
57.3,49.2,10.0,0
52.4,45.0,10.0,0
56.8,48.8,10.0001,0
58.0,49.8,10.0,0
58.0,49.8,10.0001,0
58.7,50.4,10.0,0
57.6,49.5,10.0,0
56.5,48.6,10.0,0
57.2,49.1,10.0,0
58.4,50.2,10.0001,0
56.4,48.5,10.0001,0
56.6,48.6,10.0,0
58.1,49.9,10.0,0
53.1,45.6,10.0,0
52.9,45.4,10.0001,0
52.2,44.9,10.0001,0
56.9,48.9,10.0001,0
58.1,49.9,10.0001,0
57.5,49.4,10.0,0
56.7,48.7,10.0,0
54.7,46.9,10.0001,0
53.3,45.8,10.0001,0
57.4,49.3,10.0001,0
55.4,47.6,10.0001,0
51.7,44.4,10.0002,0
57.1,49.0,10.0,0
56.5,48.5,10.0,0
56.8,48.8,10.0,0
57.4,49.3,10.0,0
54.6,46.9,10.0,0
54.9,47.2,10.0003,0
58.3,50.1,10.0,0
58.3,50.1,10.0,0
58.7,50.5,10.0,0
57.3,49.2,10.0,0
56.2,48.3,10.0,0
58.1,49.9,10.0001,0
58.2,50.0,10.0,0
51.6,44.3,10.0,0
53.0,45.5,10.0,0
54.5,46.8,10.0,0
58.6,50.3,10.0,0
58.1,49.9,10.0001,0
52.0,44.7,10.0,0
57.6,49.5,10.0001,0
57.1,49.1,10.0001,0
58.8,50.5,10.0,0
59.4,51.0,10.0001,0
58.0,49.8,10.0001,0
57.8,49.6,10.0001,0
57.1,49.0,10.0001,0
57.6,49.5,10.0,0
56.9,48.9,10.0001,0
56.6,48.6,10.0002,0
55.2,47.4,10.0001,0
58.2,50.0,10.0001,0
57.5,49.4,10.0009,0
56.6,48.6,10.0,0
59.0,50.7,10.0001,0
53.6,46.1,10.0,0
57.4,49.3,10.0001,0
57.0,49.0,10.0001,0
52.1,44.8,10.0003,0
52.6,45.2,10.0003,0
56.6,48.6,10.0001,0
57.8,49.6,10.0,0
58.5,50.2,10.0,0
54.2,46.6,10.0,0
56.0,48.1,10.0,0
57.7,49.5,10.0001,0
58.1,49.9,10.0007,0
58.3,50.1,10.0001,0
56.9,48.9,10.0007,0
56.9,48.9,10.0001,0
58.9,50.6,10.0001,0
55.0,47.2,10.0001,0
57.3,49.2,10.0,0
57.4,49.3,10.0003,0
52.1,44.8,10.0001,0
58.7,50.4,10.0,0
56.9,48.8,10.0001,0
51.8,44.5,10.0,0
57.7,49.6,10.0001,0
57.1,49.1,10.0003,0
55.5,47.6,10.0001,0
56.4,48.5,10.0001,0
52.8,45.3,10.0001,0
51.0,43.8,10.0009,0
55.7,47.8,10.0001,0
58.9,50.6,10.0002,0
56.7,48.7,10.0001,0
56.5,48.6,10.0001,0
57.4,49.3,10.0001,0
58.7,50.4,10.0,0
55.1,47.4,10.0003,0
57.7,49.6,10.0001,0
57.8,49.7,10.0,0
53.8,46.2,10.0,0
56.6,48.7,10.0001,0
57.1,49.0,10.0001,0
57.9,49.8,10.0001,0
56.4,48.4,10.0001,0
56.6,48.6,10.0003,0
57.1,49.1,10.0001,0
57.3,49.2,10.0,0
54.8,47.0,10.0001,0
57.1,49.1,10.0001,0
57.8,49.6,10.0001,0
52.1,44.8,10.0001,0
56.2,48.3,10.0007,0
56.3,48.4,10.0001,0
57.4,49.3,10.0004,0
58.6,50.4,10.0001,0
57.5,49.4,10.0001,0
57.6,49.5,10.0001,0
57.5,49.4,10.0001,0
51.9,44.5,10.0001,0
57.5,49.4,10.0,0
57.8,49.7,10.0,0
58.6,50.3,10.0,0
56.5,48.5,10.0003,0
53.7,46.1,10.0001,0
58.1,49.9,10.0001,0
58.2,50.0,10.0001,0
54.9,47.1,10.0001,0
57.6,49.4,10.0003,0
41.6,35.8,10.0,1
42.7,36.7,10.0001,1
43.6,37.5,10.0002,1
42.3,36.3,10.0001,1
41.6,35.8,10.0001,1
42.4,36.4,10.0001,1
42.1,36.2,10.0001,1
42.2,36.3,10.0001,1
41.5,35.7,10.0001,1
41.9,36.0,10.0001,1
41.1,35.3,10.0,1
42.0,36.1,10.0001,1
42.3,36.3,10.0,1
49.3,42.4,10.0001,1
41.7,35.8,10.0001,1
42.1,36.2,10.0001,1
42.4,36.4,10.0001,1
45.4,39.0,10.0001,1
44.2,37.9,10.0001,1
41.6,35.7,10.0001,1
42.3,36.3,10.0002,1
42.4,36.4,10.0001,1
42.7,36.7,10.0001,1
42.6,36.6,10.0,1
42.6,36.6,10.0002,1
42.5,36.5,10.0001,1
42.0,36.1,10.0,1
43.0,37.0,10.0003,1
42.4,36.4,10.0001,1
42.2,36.2,10.0001,1
42.4,36.4,10.0,1
42.7,36.7,10.0,1
42.5,36.5,10.0002,1
42.7,36.7,10.0,1
42.5,36.5,10.0001,1
41.5,35.7,10.0002,1
42.7,36.7,10.0001,1
41.7,35.9,10.0001,1
42.1,36.2,10.0001,1
42.0,36.1,10.0001,1
45.6,39.1,10.0001,1
42.6,36.6,10.0001,1
43.0,36.9,10.0001,1
42.8,36.7,10.0,1
42.8,36.8,10.0,1
42.6,36.6,10.0001,1
42.1,36.2,10.0001,1
42.0,36.1,10.0001,1
42.3,36.4,10.0001,1
43.0,37.0,10.0001,1
42.2,36.3,10.0001,1
42.3,36.3,10.0001,1
42.2,36.3,10.0003,1
42.7,36.7,10.0,1
43.1,37.0,10.0001,1
42.8,36.8,10.0,1
45.8,39.4,10.0,1
42.5,36.5,10.0001,1
42.4,36.4,10.0,1
42.2,36.3,10.0002,1
42.9,36.9,10.0,1
43.3,37.2,10.0,1
41.9,36.0,10.0,1
43.2,37.1,10.0,1
42.5,36.5,10.0,1
41.8,35.9,10.0,1
42.3,36.3,10.0,1
42.5,36.5,10.0,1
43.1,37.0,10.0001,1
42.3,36.4,10.0001,1
42.5,36.5,10.0001,1
41.7,35.8,10.0001,1
42.5,36.5,10.0001,1
43.4,37.3,10.0,1
42.3,36.4,10.0,1
41.6,35.7,10.0001,1
42.2,36.2,10.0,1
42.6,36.6,10.0,1
42.0,36.1,10.0001,1
41.4,35.5,10.0,1
43.5,37.3,10.0001,1
42.4,36.5,10.0001,1
42.6,36.6,10.0,1
42.0,36.1,10.0001,1
41.8,35.9,10.0001,1
42.3,36.3,10.0,1
44.7,38.4,10.0001,1
42.5,36.5,10.0001,1
41.9,36.0,10.0001,1
42.4,36.4,10.0,1
41.7,35.9,10.0001,1
42.7,36.7,10.0001,1
42.0,36.1,10.0001,1
43.1,37.0,10.0,1
42.2,36.2,10.0,1
42.4,36.4,10.0,1
42.1,36.1,10.0001,1
42.1,36.2,10.0001,1
42.7,36.7,10.0001,1
42.8,36.8,10.0001,1
43.1,37.1,10.0001,1
42.1,36.2,10.0001,1
42.6,36.6,10.0,1
41.7,35.8,10.0003,1
42.7,36.7,10.0001,1
42.4,36.4,10.0001,1
42.5,36.5,10.0001,1
43.2,37.1,10.0,1
42.8,36.7,10.0001,1
42.4,36.4,10.0001,1
42.4,36.4,10.0001,1
42.2,36.2,10.0001,1
42.6,36.6,10.0,1
42.9,36.8,10.0001,1
41.5,35.6,10.0001,1
42.4,36.5,10.0,1
41.7,35.8,10.0001,1
43.1,37.0,10.0,1
42.4,36.4,10.0,1
42.8,36.7,10.0002,1
42.5,36.5,10.0,1
43.3,37.2,10.0,1
42.8,36.7,10.0,1
42.6,36.6,10.0001,1
42.6,36.6,10.0,1
42.6,36.6,10.0001,1
42.4,36.4,10.0001,1
42.6,36.6,10.0001,1
43.0,37.0,10.0001,1
46.7,40.1,10.0,1
42.1,36.1,10.0001,1
42.1,36.2,10.0,1
41.4,35.6,10.0003,1
42.4,36.4,10.0001,1
43.2,37.1,10.0,1
42.5,36.5,10.0,1
42.2,36.3,10.0003,1
42.7,36.7,10.0001,1
41.8,35.9,10.0001,1
42.6,36.6,10.0001,1
42.6,36.6,10.0001,1
42.7,36.7,10.0001,1
42.4,36.4,10.0001,1
42.0,36.1,10.0001,1
42.0,36.1,10.0001,1
42.3,36.3,10.0001,1
41.5,35.7,10.0,1
42.2,36.2,10.0001,1
42.0,36.0,10.0,1
42.8,36.8,10.0001,1
42.8,36.7,10.0,1
42.6,36.6,10.0,1
42.1,36.2,10.0001,1
42.6,36.6,10.0,1
42.1,36.2,10.0001,1
43.1,37.0,10.0,1
46.1,39.6,10.0,1
42.3,36.3,10.0001,1
43.1,37.1,10.0,1
42.9,36.8,10.0,1
42.1,36.2,10.0001,1
42.1,36.1,10.0001,1
42.2,36.3,10.0001,1
42.3,36.4,10.0001,1
42.5,36.5,10.0,1
42.0,36.1,10.0,1
42.5,36.5,10.0001,1
41.8,35.9,10.0001,1
42.2,36.3,10.0001,1
42.2,36.2,10.0,1
42.4,36.4,10.0003,1
42.3,36.4,10.0001,1
42.4,36.4,10.0001,1
43.0,36.9,10.0001,1
42.5,36.5,10.0001,1
46.7,40.1,10.0001,1
42.4,36.4,10.0001,1
42.4,36.4,10.0001,1
42.5,36.5,10.0,1
42.4,36.4,10.0001,1
42.7,36.7,10.0001,1
42.6,36.6,10.0001,1
43.2,37.1,10.0,1
42.3,36.4,10.0001,1
42.6,36.6,10.0,1
42.3,36.3,10.0001,1
48.0,41.2,10.0001,1
42.5,36.5,10.0001,1
42.4,36.5,10.0,1
42.2,36.2,10.0001,1
41.7,35.8,10.0001,1
42.2,36.2,10.0001,1
42.9,36.8,10.0001,1
42.3,36.3,10.0001,1
45.6,39.2,10.0001,1
42.3,36.3,10.0,1
42.1,36.2,10.0001,1
42.9,36.8,10.0002,1
41.9,36.0,10.0001,1
42.4,36.4,10.0001,1
42.9,36.9,10.0001,1
41.8,35.9,10.0001,1
42.6,36.6,10.0,1
42.2,36.2,10.0001,1
42.4,36.4,10.0001,1
42.2,36.2,10.0001,1
41.8,35.9,10.0001,1
42.4,36.5,10.0001,1
42.1,36.2,10.0,1
42.4,36.4,10.0001,1
42.1,36.1,10.0001,1
42.4,36.4,10.0001,1
42.3,36.3,10.0001,1
42.1,36.2,10.0001,1
42.2,36.3,10.0001,1
42.8,36.8,10.0,1
49.8,42.8,10.0001,1
43.0,37.0,10.0001,1
42.1,36.1,10.0001,1
42.5,36.5,10.0001,1
42.1,36.2,10.0001,1
46.3,39.7,10.0001,1
42.2,36.3,10.0,1
42.4,36.4,10.0001,1
42.6,36.6,10.0001,1
42.1,36.1,10.0001,1
41.8,35.9,10.0,1
42.6,36.6,10.0001,1
41.7,35.8,10.0001,1
42.8,36.8,10.0001,1
42.7,36.7,10.0001,1
42.0,36.1,10.0001,1
42.3,36.3,10.0001,1
41.7,35.8,10.0,1
42.4,36.4,10.0001,1
42.5,36.5,10.0001,1
42.7,36.7,10.0003,1
42.3,36.4,10.0001,1
42.4,36.4,10.0,1
42.6,36.6,10.0,1
47.4,40.7,10.0,1
41.9,36.0,10.0001,1
42.8,36.7,10.0001,1
42.4,36.4,10.0001,1
42.9,36.8,10.0,1
43.0,36.9,10.0,1
42.4,36.4,10.0,1
42.5,36.5,10.0,1
45.9,39.4,10.0001,1
41.9,36.0,10.0,1
41.9,36.0,10.0001,1
42.0,36.1,10.0001,1
43.0,36.9,10.0001,1
42.4,36.5,10.0001,1
42.6,36.6,10.0,1
42.6,36.6,10.0,1
44.7,38.4,10.0001,1
42.7,36.7,10.0001,1
42.0,36.1,10.0001,1
42.1,36.2,10.0001,1
42.4,36.4,10.0001,1
42.7,36.7,10.0001,1
47.1,40.4,10.0001,1
42.4,36.4,10.0001,1
44.0,37.8,10.0001,1
42.5,36.5,10.0,1
41.8,35.9,10.0001,1
42.5,36.5,10.0,1
42.1,36.1,10.0001,1
42.2,36.2,10.0001,1
45.0,38.7,10.0,1
42.8,36.8,10.0001,1
42.3,36.4,10.0002,1
42.6,36.6,10.0001,1
42.8,36.8,10.0,1
42.6,36.6,10.0001,1
42.5,36.5,10.0,1
42.8,36.7,10.0001,1
42.1,36.2,10.0001,1
43.0,37.0,10.0,1
42.6,36.6,10.0,1
42.3,36.3,10.0,1
42.3,36.3,10.0001,1
41.8,35.9,10.0,1
43.1,37.1,10.0001,1
42.7,36.7,10.0001,1
42.0,36.0,10.0001,1
42.1,36.2,10.0,1
42.5,36.5,10.0001,1
42.3,36.3,10.0001,1
43.0,36.9,10.0,1
42.5,36.5,10.0001,1
42.1,36.1,10.0001,1
42.1,36.2,10.0,1
42.5,36.5,10.0001,1
41.7,35.8,10.0001,1
42.4,36.4,10.0,1
49.0,42.1,10.0,1
41.6,35.8,10.0001,1
42.6,36.6,10.0001,1
42.5,36.5,10.0001,1
42.6,36.6,10.0,1
42.4,36.4,10.0001,1
41.9,36.0,10.0001,1
42.6,36.6,10.0001,1
43.8,37.6,10.0,1
42.8,36.8,10.0001,1
42.8,36.8,10.0,1
42.5,36.5,10.0001,1
42.2,36.3,10.0001,1
43.3,37.2,10.0001,1
42.9,36.8,10.0001,1
42.4,36.4,10.0002,1
42.6,36.6,10.0001,1
42.9,36.8,10.0,1
42.9,36.9,10.0,1
41.8,35.9,10.0001,1
42.4,36.4,10.0001,1
42.7,36.7,10.0,1
42.0,36.1,10.0001,1
42.3,36.3,10.0,1
42.1,36.2,10.0,1
42.7,36.7,10.0,1
42.8,36.8,10.0001,1
42.1,36.2,10.0001,1
42.5,36.5,10.0,1
42.1,36.1,10.0,1
42.6,36.6,10.0001,1
41.9,36.0,10.0,1
42.3,36.3,10.0001,1
42.9,36.9,10.0001,1
42.3,36.4,10.0,1
42.4,36.4,10.0001,1
42.1,36.2,10.0,1
42.5,36.5,10.0001,1
42.7,36.7,10.0002,1
42.7,36.7,10.0,1
41.9,36.0,10.0,1
42.5,36.5,10.0001,1
42.6,36.6,10.0001,1
42.1,36.1,10.0001,1
42.6,36.6,10.0001,1
42.9,36.8,10.0,1
42.6,36.6,10.0,1
42.4,36.5,10.0,1
41.9,36.0,10.0,1
42.4,36.4,10.0001,1
42.1,36.2,10.0,1
43.5,37.4,10.0001,1
42.8,36.8,10.0001,1
42.2,36.2,10.0001,1
42.1,36.2,10.0,1
42.5,36.5,10.0001,1
42.4,36.4,10.0001,1
42.1,36.2,10.0001,1
41.9,36.0,10.0,1
42.7,36.7,10.0,1
42.4,36.4,10.0001,1
42.9,36.8,10.0001,1
41.6,35.7,10.0001,1
41.9,36.0,10.0001,1
42.6,36.6,10.0,1
42.5,36.5,10.0001,1
42.8,36.8,10.0001,1
43.4,37.3,10.0001,1
42.3,36.3,10.0001,1
42.3,36.4,10.0,1
41.7,35.8,10.0001,1
42.2,36.3,10.0,1
42.9,36.8,10.0001,1
42.1,36.2,10.0001,1
42.0,36.1,10.0001,1
42.4,36.4,10.0001,1
42.5,36.5,10.0001,1
43.0,37.0,10.0001,1
42.1,36.2,10.0001,1
42.1,36.2,10.0,1
42.0,36.1,10.0002,1
43.6,37.5,10.0002,1
42.5,36.5,10.0001,1
42.7,36.6,10.0001,1
42.7,36.7,10.0,1
42.0,36.1,10.0001,1
